Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount
e085bbad-2ce3-42f3-bafb-4b83c9edebb0,2023-01-14,1df81484-5e33-4804-9309-c4fb1119959c,Female,50,Beauty,1,500,500
e61ad7c8-b215-44b6-b2c1-57aae6d60157,2023-10-15,7469e6da-79db-4499-8786-903444c6d1cf,Male,18,Clothing,2,50,100
a2b01cd7-d64a-435d-83f4-0ce749b4f036,2023-04-12,baec22a8-7ec2-4286-9d13-91472d18245f,Female,35,Clothing,4,30,120
e55994e3-1d4b-48b8-a8e3-d4daa53ed0d2,2023-11-29,9cbec729-6dce-43b4-8965-c95df77126c7,Female,49,Clothing,1,300,300
e297f6e3-aece-4923-9485-d29a781cf5b4,2023-12-26,2e6bea66-ae6c-497a-b397-bc00dd2555a8,Female,64,Beauty,1,50,50
74fc8bb6-c091-4467-923e-2c2998f7ca43,2023-10-07,d3adbefe-1e53-4a70-8490-11745081888f,Female,28,Electronics,2,500,1000
2019c77b-c279-4753-94a1-23287574958f,2023-08-03,a055252b-cbb0-408b-81f5-ac4d2cf49566,Female,38,Beauty,2,25,50
861063f1-55f9-436e-9b0b-56e15d6f699b,2023-04-23,dc1011d3-144c-43b3-81ad-b9ae88541382,Female,43,Beauty,1,500,500
10426bc3-87f6-4501-ab38-ca134a3d22d3,2023-08-18,96452fd5-150c-4b91-99ba-fdd148933581,Female,42,Electronics,1,30,30
63bd0af5-819c-459d-8053-61c27260e5e7,2023-10-29,6e07ef76-9caa-47db-ba85-6ec283c21e1f,Female,39,Beauty,3,300,900
352334b2-001f-4c2e-9dde-d920bc4bb15b,2023-05-23,f3bd6496-7239-4075-86ec-ff7cb4384652,Male,44,Electronics,4,300,1200
cdc717b1-e3d6-4458-bc8d-96e92d36c90a,2023-01-04,4f6ffa70-91d8-423c-93d8-0eb5150d0662,Male,30,Beauty,3,30,90
b4f73ac9-5139-43c9-bbb0-55799a81a3eb,2023-03-23,d308f79a-5432-4804-8409-1b537d65b980,Female,50,Electronics,2,50,100
60d9dd76-905a-4cc1-ae04-c0f49e96fb84,2023-12-24,d5f94edc-3906-4272-ad0b-86305586801e,Female,51,Clothing,3,50,150
b3e0c4b3-a351-40d2-87e6-e5a25a0900c1,2023-08-05,26fa966c-d995-4929-8b90-b9b84a3e6496,Female,58,Beauty,3,300,900
5adbb3ca-2a13-448b-a748-6499396ba00c,2023-06-24,46be14c4-98f6-40d3-b989-157e1e8ccd40,Male,52,Beauty,3,300,900
129057d4-6c72-47ab-ad8e-0f501d21c638,2023-05-23,19619dbe-9020-4e7d-a22b-cc39af54ea49,Female,18,Beauty,3,25,75
b176d9c5-d6c1-41b7-bfa3-d32eb3e69142,2023-03-21,83748378-715e-4296-bf8a-c11546e3ee00,Male,38,Beauty,4,50,200
77a903d9-89c9-4827-8c85-93a6f2fe6e35,2023-04-21,352e026e-1315-4b12-9ff4-55fef7e82229,Male,23,Clothing,4,30,120
acee1e6f-ee8c-479a-9127-fa33fab06b39,2023-06-22,be89ca80-3589-45c4-b80f-8192cb9d54ae,Male,45,Beauty,1,50,50
45c0fd0a-2eae-41df-b3ef-b9d41eae103b,2023-02-22,5418dba2-010e-4684-bebb-a23ebda95546,Male,34,Clothing,2,25,50
a5763cf5-afcb-4d4f-96c9-6bca5c10ea62,2023-02-17,0511c0ed-5aa6-4f1d-9a26-63bd4d1e280d,Male,22,Clothing,3,300,900
3ae492f3-b1b7-4906-a649-0adc49e1d432,2023-07-14,f27e7b92-2f3e-49a0-ba73-1168d76a27be,Female,48,Clothing,1,300,300
4be09711-c431-4e20-aa4b-ec6e7d2525fb,2023-02-19,beb73588-add1-4418-b885-f4d971e4c721,Female,22,Clothing,1,25,25
a91b8275-3ebf-4a0a-9749-9de28af7e217,2023-07-03,e64906d7-3544-4df1-9eee-da82de45af1a,Female,55,Electronics,1,30,30
ca0b0229-fc1c-4e24-be9a-c29abcaa1472,2023-06-26,53345195-0f1b-4866-9a7f-c7c3415288b2,Female,20,Electronics,4,300,1200
6def0798-4f39-4033-8c39-115b0fa82b46,2023-11-06,63f68d37-a57c-4b3c-a81c-17b66920b616,Female,40,Beauty,3,500,1500
c1d00dda-cde1-4fc1-8993-2d7f035be491,2023-05-16,c999a359-64ad-43fc-96e2-ef683cceed6d,Male,54,Electronics,3,300,900
15b76a65-614d-43a3-9ec1-6983fd59ba1a,2023-01-23,904aa32b-fc57-431e-a2fb-efea86a0ccb3,Female,54,Electronics,2,500,1000
ed8eecde-8dfc-4d6f-add7-9bff277988d3,2023-08-24,22058e92-482a-4a85-90a7-2f10ad9261a8,Female,27,Beauty,3,25,75
d5e93422-a64b-4493-a415-ec56d910de1b,2023-10-02,5800891d-4e4b-46aa-a154-b231d8b3c46a,Male,27,Beauty,3,25,75
3743ac56-98ed-49c1-8b6d-ceb1c89ed9d3,2023-03-05,d348cc0f-dec3-42fe-8909-6d56a6dae490,Female,36,Beauty,1,300,300
c772c40f-47df-4f53-afcf-d972e026c53e,2023-07-13,43218e2d-da78-49b6-bc89-3d8ef1bdeb77,Male,34,Electronics,2,50,100
961e783a-16e4-459c-a7f1-f518f58ced0c,2023-02-10,46b129f5-4e99-44db-b7ba-9ec17f617ece,Female,38,Electronics,3,500,1500
fc7ed017-9983-4fa4-9a80-a4af53d28f78,2023-10-10,a0cc2ec7-02ff-4441-93c3-c640b5fd161c,Male,31,Beauty,4,30,120
14b1178f-6fdd-4e27-99e6-0e9d978ac420,2023-05-31,be4eea18-cd4c-4c5a-bc9e-c2c0965b47f6,Female,26,Clothing,3,300,900
1aaf41cc-43ed-4475-b25f-1cdd9409fdb8,2023-11-18,ad227983-9ef7-43bd-b4a2-1989c21bc9e1,Female,63,Beauty,1,30,30
e224a63a-0338-44dd-b3ec-960066139b2d,2023-11-13,6980cda3-a70a-4b28-a699-efa147cc4c14,Male,18,Clothing,4,300,1200
feb6b499-cb4c-4899-a81c-7a652d37c262,2023-07-05,da013ea2-c3c9-43d6-8134-e36eaf03251d,Male,62,Clothing,1,50,50
178cbfb5-4ca0-4533-9b0b-480eca74e371,2023-10-23,8f38d8c5-1ec9-4e72-9951-b864345ad5e4,Male,30,Beauty,3,50,150
e0300394-0789-44db-92ec-3bbe7d2573fb,2023-04-09,3401a4a8-26f7-4170-b47a-2fe37a320bf6,Male,21,Beauty,4,50,200
8c09c810-44fc-41b8-a664-f3814c3602c1,2023-12-27,9233d633-2941-41d5-93b7-eb2006fb608f,Male,18,Beauty,2,50,100
3c06dbc8-a6c5-4219-b491-ce07006b76e0,2023-02-05,fa5c398c-a7a7-4c80-a839-fb2d3ba02e87,Male,57,Electronics,2,25,50
91b95749-1fa8-47fb-bafb-04f88889c95c,2023-01-24,f704119e-0e8e-4d13-9f05-e9fd7a709fbe,Male,49,Clothing,4,25,100
dc43806b-cc0a-4767-9b9f-efe02b21b21e,2023-12-05,08eae586-faba-4681-a6a7-c732e2cb68db,Male,51,Electronics,4,500,2000
54e2ba6b-50c2-4f67-be93-6794e3529a47,2023-04-27,31253ea0-097d-4c12-98c3-ba43a2e52c3a,Female,45,Electronics,1,30,30
b9492d61-1d64-4bb4-8faa-bd038b4a76f9,2023-05-29,da173fb0-76fe-4ac0-88bf-b6a8e31be815,Female,48,Beauty,4,300,1200
cb3c30db-8d0d-4d5d-ada7-0b64a0624f6f,2023-02-10,4337793c-cb95-4bda-a900-359cca58b1a7,Male,25,Electronics,1,300,300
c27b108f-3c11-4eac-a17b-61593fcc6249,2023-04-30,129cd11c-adc5-4db9-bb4d-305dc10a1494,Female,56,Beauty,3,25,75
a23a36d7-f3a3-493a-b1e8-cc1d8f402c27,2023-02-21,9aafde5f-e62c-4dd8-80d7-306e25857c01,Female,43,Clothing,1,300,300
18d823c1-7400-441e-8aa3-8ec2bfd27f2b,2023-07-14,db10857c-d2f0-4523-b2a0-a62c4e860ed4,Female,51,Beauty,4,25,100
ebd6c9e6-b24a-4408-8619-81eefcc9ac96,2023-05-23,b18daa5a-dff2-42be-85ab-28af6f17a682,Female,20,Electronics,4,500,2000
a991f821-17ce-45b8-8d9b-971a6f1353d9,2023-08-21,05a99724-68b4-4b75-a5ec-bdd03ff3f8ce,Male,29,Electronics,3,30,90
d65b6b80-1bae-4a08-9a10-416a45b549b7,2023-11-22,2b27c708-2029-4253-a6af-7061f6c722be,Female,18,Beauty,4,500,2000
bd423480-7bcd-4465-b968-52ce1d31d8de,2023-07-06,1ec424c5-4250-43f5-a31b-339fde185174,Male,61,Beauty,4,50,200
23bc4c72-cd94-4bc8-b775-af8d80d4ab05,2023-03-25,c400a7e6-95a1-4e27-a49d-3bd43c914871,Female,22,Electronics,2,50,100
1b02f356-d555-49e3-8c86-47f329186f59,2023-07-09,9a87ebf1-b240-48b3-b0ce-c6b32ae760a8,Female,47,Clothing,2,50,100
7e24a265-d536-4f2d-8d32-c5823a490840,2023-07-01,c3227004-c010-448e-999d-e419e6088177,Female,47,Clothing,3,500,1500
ba14a1d9-7698-45ae-9385-f7acc442b515,2023-04-18,2edb2fcd-9102-47a6-8461-340cf2503689,Male,34,Beauty,1,300,300
6adfd8b9-498a-45a4-92d7-0b0b44319292,2023-12-10,2a754245-046d-4ce0-a8db-f67301cacb8b,Female,64,Clothing,2,30,60
8da837b9-5a52-43a3-9c46-e8536ee80a3a,2023-05-17,784ad21b-49cc-4615-9b5f-78cf7b8700ae,Male,40,Electronics,1,50,50
5dfc1dd4-24f8-40a2-8880-78d878abfb65,2023-12-26,5a3d8191-80d6-48d8-b6da-5e2bbefe914b,Female,32,Beauty,4,50,200
2bb5691b-d7bf-471a-add8-04353ddde987,2023-12-16,787ed1e3-a2b0-4692-a746-0e489e56b50d,Male,54,Electronics,2,50,100
cd2d4082-ea21-4c3a-a11d-881339ed8b10,2023-11-28,4ee40ac8-3a57-4711-8cb0-1300c9d7c6a5,Female,38,Electronics,3,30,90
dee8370f-f929-4296-9675-211c3a6fa637,2023-02-06,bea06f44-7a20-4974-b43e-c9c9b974785e,Male,31,Clothing,3,50,150
569e21a2-2a4a-43fe-8b28-1dc19792a821,2023-11-08,d7259992-494c-4591-b8ed-bec6eadbe92c,Male,19,Beauty,3,30,90
b72cc242-b64d-4528-8839-e4c4d06c2f51,2023-11-22,5ae45343-5702-4012-ab2c-b143597c40ab,Female,28,Beauty,2,50,100
1a2f0273-b767-4450-bc95-57b56085bb8f,2023-03-29,e3694439-5d61-4a93-bf95-b4f9a041cbb2,Male,56,Clothing,1,500,500
9a09dac4-bd72-48ed-8141-8e170489cdf7,2023-10-01,c3f6403b-ddd8-46b6-9c2e-07845434f2b0,Female,55,Electronics,4,500,2000
42a56302-4818-4214-ab70-7820b687484b,2023-05-06,83fd1f02-f285-4d74-8bb4-7627fc3eb45a,Female,51,Electronics,1,30,30
5eb45e2e-05b9-4fa6-b8b8-a58020d1bf75,2023-03-25,550f7a5d-490e-4237-89cb-1617d45d1ab0,Female,55,Electronics,1,500,500
8f273d4f-7098-4a48-8dda-3a191ffc0e49,2023-08-25,ef45773f-f5c7-47a2-b35e-6aa46338ef48,Female,51,Electronics,4,30,120
7487223f-aa1f-4d7a-a831-0c717db273ab,2023-07-14,d4570699-3162-40d6-b31f-fce30765472e,Female,35,Beauty,4,500,2000
287a01eb-8d81-4475-99d3-576e7a662f09,2023-05-19,7461bfc4-7a97-4ac2-8fd5-002225637bad,Female,47,Beauty,2,500,1000
db8dde82-d8ee-40a3-9f94-17e40a176cf3,2023-11-24,1dfb45e8-0d84-4410-8b71-ef4b0bed324a,Female,32,Clothing,2,30,60
9f587105-c220-41db-96c5-1ea6d94924b2,2023-12-19,1f7a9c51-d058-444a-ac58-893dbdfa2d18,Female,44,Clothing,2,300,600
ee7778ff-badd-4712-804c-f46e88b26678,2023-10-13,309e9b10-ffbb-45e1-916f-9e76452b43ca,Female,51,Beauty,2,500,1000
bfcddf03-0947-4659-8a12-dc950a084376,2023-04-23,484ace28-475a-44fc-9b8e-1d919e46a86f,Female,55,Beauty,2,50,100
d4c05d9b-660b-4e56-b8c3-450002178161,2023-12-17,74c7133b-bbe9-4b7c-939b-85ae036f9d5f,Female,50,Electronics,4,300,1200
3d991241-484c-45e1-a7cc-14eba156fc7e,2023-06-16,91edeb0d-15e7-4e2f-a11f-6d920ef233b2,Male,41,Electronics,1,30,30
5150605d-deee-4992-b05e-4c48fa37d1dc,2023-01-29,7dfea3c7-8dfb-4f77-9b6d-c9d142c3050e,Male,32,Clothing,2,300,600
16fa8517-70e7-4645-8253-05a866bbfba1,2023-04-28,c4ff5b0b-041e-4dfa-a4e7-d3457cf92f45,Female,47,Beauty,2,25,50
8303712b-4784-4a68-9050-308786633caa,2023-01-17,2ab33111-2057-40f9-98ec-b6dcb15f0f8c,Female,59,Clothing,1,25,25
9a70c13d-67b3-4e84-b6e2-032e8eae712f,2023-06-11,40a0c68d-29fe-4b0b-843c-47836900d60a,Female,34,Beauty,2,500,1000
ea721d8c-d68a-4da5-a4c3-2038142ad5f0,2023-07-25,a7394f04-e28a-4e74-9587-5e7ddf0f0678,Female,22,Electronics,1,500,500
35379c22-111f-4dd5-8826-f100742a0758,2023-05-18,5889ac41-7a58-498f-aa12-3f87b2d2b53c,Female,46,Clothing,1,50,50
e659cd9e-48aa-4243-9002-03e3d891439d,2023-02-03,8204de16-9b42-4b7e-b188-513c3932f24a,Female,21,Clothing,4,300,1200
9db42d62-a8c0-4260-94d2-d495f14a9238,2023-04-19,06cb0fb3-44f4-4432-b877-3072b11a0c04,Female,27,Beauty,3,25,75
121c6965-ed6e-4bef-aedb-12bb6f6eb439,2023-10-18,b954085f-202e-4bb5-9a6a-a5a730ea3487,Female,34,Electronics,4,500,2000
1f048633-b533-449c-a98b-739683b5df93,2023-06-11,de3f49e5-e557-4873-a78a-dcca7cd92734,Male,27,Clothing,3,300,900
70b62962-5e0c-41bb-8c78-bf4c2261f3ec,2023-04-19,7cec85ed-5020-4da4-a46a-aaf5408eac2e,Female,34,Electronics,3,500,1500
c93fd435-15f0-4753-937d-8c16b3b682f0,2023-12-02,0aab858f-213c-42e2-ac6c-0771551fefac,Male,37,Clothing,3,500,1500
e295e825-60d0-484a-bf81-dcf68311539d,2023-09-13,e85fb35a-7947-43af-9b9a-01c67205f067,Female,41,Electronics,2,25,50
dda469cf-ceff-4944-8162-5b6197b78636,2023-07-22,3c2ca7f1-8e33-4d28-a775-c19c1185e35c,Female,22,Beauty,4,25,100
e5969a45-0632-45c0-854d-fd806e6679b1,2023-11-26,db7bd147-55bb-4a79-a95d-45ac37892724,Male,51,Clothing,3,500,1500
d7205b6f-2281-44a8-843e-3ea6ae040ef8,2023-08-23,5da5483e-5df8-45e1-9d90-49b8d5a75887,Female,23,Clothing,1,30,30
ca0c76dd-8ce1-44fb-9c2b-051ab15998f4,2023-03-15,69b8afd9-a868-4b44-a4e3-4acaaf9c1138,Male,19,Electronics,2,500,1000
63ab5b66-8ca3-4060-a146-26f586a303d1,2023-05-16,0d995f26-b9ba-4156-8786-279a4687353e,Female,30,Electronics,4,500,2000
cc09fcd4-996f-4a4f-9538-51597836df4b,2023-03-13,07987f30-b904-4da9-b751-270ca2891ba5,Female,60,Clothing,3,50,150
b2a17535-40dc-4981-92b0-8929d4a98b78,2023-05-07,4c080e46-f5d5-4fdf-81a4-9d49a4ec2805,Male,60,Beauty,1,50,50
0e33a2f1-7078-4664-9979-bff074cfdecc,2023-10-15,410722f1-0ef9-42c2-8d99-bac871873ded,Female,28,Electronics,4,50,200
cbfd6440-d6e4-4637-8c9c-45ee5e8329cf,2023-10-03,d138d08f-4a62-4781-afed-40252955c536,Male,64,Electronics,4,30,120
8bc04ca6-62f4-4c68-b29a-86dc14a1f667,2023-05-15,804e7543-cd02-4899-a7f9-97f23457300e,Female,40,Electronics,2,30,60
d1acca49-3ef7-48a2-b4b2-fb0e2886c186,2023-10-27,e1cc93bf-45c7-403b-a540-a33e7fdafc11,Male,33,Clothing,4,500,2000
f45cdcc2-8b28-4c24-888c-6fe38e1b08e0,2023-08-08,dd589f50-36a0-4900-bfcf-d919bacd0ea1,Male,48,Clothing,2,50,100
d85cbbf1-388e-4000-a259-0dcb54366649,2023-10-26,3df44a7a-c801-4b15-bcad-bcba8d95e0e1,Female,28,Clothing,3,30,90
ad4c99ff-6090-40e8-8b8b-c8230d7cd5fe,2023-07-24,43532225-ae02-4329-85bb-bd5a562369f2,Female,33,Clothing,2,25,50
3242e884-6c0b-40e4-9650-5278ebf33f61,2023-07-05,867cd54b-1d5a-4154-a409-143b9563377f,Male,25,Beauty,1,500,500
73703b4f-6406-481e-8932-0877abc572b7,2023-04-23,477e8763-3148-4946-9f05-a54404b7e25d,Female,21,Beauty,2,300,600
e6dfe449-64da-4b88-9788-9d0f69f01517,2023-03-12,85558b26-5cf9-4f82-ac0c-106fb8357071,Female,57,Clothing,1,500,500
be69e5b7-f010-4227-b768-f2b927de6b00,2023-09-18,58acdb43-e875-401d-90ef-db0ebbcdcb99,Female,21,Beauty,2,300,600
19496e41-4521-4526-ae28-d30d6ddafd9f,2023-09-10,be058c99-e087-4a2e-9384-5a7caedefeab,Male,42,Electronics,4,50,200
ebd6440c-5058-455d-b8c3-1d3f027fbf09,2023-02-16,472e293b-2abb-4aee-8454-b067d091ec73,Male,20,Electronics,3,300,900
e8f0e565-9683-439c-9c03-a892b5b11ffe,2023-01-25,30f0ada9-cd90-4073-a64f-369fc70e842c,Male,49,Electronics,1,50,50
004704b4-4aef-4f6c-8d8d-f31324e094b6,2023-02-26,036273ed-ef4e-44ff-8de6-5ddd1f9c19cd,Male,20,Clothing,2,25,50
509d7cfc-c4ba-43a0-a949-82d5fef43e0b,2023-03-20,fd915771-c176-4131-8853-c34c781447de,Male,44,Electronics,2,300,600
69069573-085a-498b-8426-b0c20d839897,2023-11-18,94e2ef56-0259-4aaf-abd2-c9f17bca9145,Male,46,Beauty,2,500,1000
23359a5f-5350-4f25-a13e-218b7531aeb5,2023-03-23,c2c4b29a-4f82-4bce-bd2b-a56e0a1f8020,Male,49,Clothing,4,50,200
9837cc4c-8b04-4c6f-9bbb-e6f40361f22b,2023-12-15,b387e66a-0c0e-4ea6-a899-e94b7598062d,Male,36,Beauty,4,500,2000
c29d20ca-d613-40b4-98a4-b8a64f10c53e,2023-08-05,c06d6a86-2aea-4fc3-abea-7db01972035d,Male,38,Electronics,1,30,30
19186b15-8dbd-4975-a049-4d091fe36562,2023-11-02,75ab6c0d-f28b-4fe4-8a09-a58605dfd4f5,Female,22,Electronics,1,50,50
b1a503d6-46dc-4485-9b2c-f26c880f75dd,2023-02-02,4756cde3-750b-46a5-895a-f78c69780975,Male,35,Electronics,4,300,1200
ee0b8e1f-48d3-487b-8dda-5eb97374798a,2023-07-17,c6cfbaa3-2407-487e-8cff-daeac489f5fc,Female,45,Clothing,1,50,50
fd930021-0763-46a4-8f57-53c696d3cae1,2023-07-15,e33ced1c-b4fd-4e86-a08f-5b5c3edd918b,Female,59,Beauty,3,500,1500
9f9079b4-91f4-4b77-aab0-00a3718f185b,2023-11-02,38c012ef-74ea-4a50-bc29-87841e49d86d,Female,39,Clothing,3,25,75
db0072f7-63cb-4dc6-825d-06d52caf80bc,2023-08-28,945419af-23f8-4c3a-9ee3-c552772a42e9,Male,38,Clothing,4,50,200
5e5b1b7d-f473-422c-ad6b-7b4d78f16460,2023-09-28,db1948f4-5178-4bc9-a3f7-f7863217bc5c,Male,23,Electronics,1,300,300
74237cbb-d7a7-4a48-8868-d24d6548fc83,2023-05-09,34760a0a-81ad-4755-827e-a1df3896f35d,Male,18,Clothing,2,30,60
4f075777-5a71-4577-8346-add6b24c5601,2023-10-11,47f8522e-5535-4ce3-8a7c-369423574e0c,Male,22,Clothing,3,25,75
d7b38eeb-88cc-4ec1-b0f7-e4dca3504371,2023-01-06,9642bc71-6d5b-475b-88d2-21ab201aa92b,Female,58,Electronics,4,30,120
f3e878b4-2768-4a9a-aded-968c6183ff7e,2023-12-15,85be4068-64b5-42bd-9a53-0e0bef9fb0f7,Male,29,Clothing,1,50,50
1b8b6a28-aaf8-45bb-9521-9ef3b7a09ab9,2023-02-28,39b16f71-3b16-4f3b-a614-8fbab9d024cf,Male,43,Electronics,4,500,2000
3308c49b-0c7a-468a-87e3-018fc55a2c27,2023-12-16,71b288d4-bcea-4359-9fbb-4f292d9c9230,Male,63,Electronics,2,500,1000
bf007087-9c15-4505-98ba-fcf7c40dbb12,2023-10-02,e4a19f70-4c15-407e-a7b4-1cb2e322689e,Male,51,Electronics,3,300,900
5b11a86b-0b46-498f-8970-8c66ed6beaa3,2023-05-17,e0e5e70a-5433-40bf-9749-d1061f41cf01,Male,31,Electronics,4,500,2000
48bbf8dd-293c-42d4-8b2e-cc7c40ce7b67,2023-11-25,3277aef5-b07d-413a-9a33-f1352fd0724c,Female,43,Clothing,4,25,100
2b85b29a-0b0d-49e6-b719-93d048c5e69a,2023-06-24,f530d5b4-acc6-4882-8059-f4d6adc47f69,Male,62,Electronics,4,500,2000
dd1fe4bd-6324-4369-b1f3-dbe1fdaced3b,2023-02-27,9ec17d31-38a9-476c-889d-03c0e9d98c13,Female,44,Electronics,2,300,600
948142c3-3a78-4f2b-b6b6-34c9fbfb0d84,2023-05-31,44d52021-85c9-432f-be85-d4db18090226,Male,26,Clothing,4,50,200
283b82ac-e82f-48e8-89e9-6477fdacbf58,2023-08-11,a326afea-23af-433d-926d-edfe55c7a5a2,Female,43,Clothing,2,50,100
6e3d12a3-1c5a-430b-ab94-22d264b2f154,2023-03-22,16b05204-96c4-4a3b-a0cd-337d5ce1912d,Male,64,Beauty,2,500,1000
39e2ab2a-fd6f-4baf-a774-635f28e05309,2023-08-21,52150c09-c2b4-484f-a645-448345183cdf,Male,39,Clothing,2,30,60
0956a52e-05c3-40a8-b943-1534ac31c47d,2023-01-02,8736bd75-e59c-41c4-9bb4-ae9a0f32829e,Female,64,Clothing,3,50,150
88b09f7f-4516-4551-ac4e-110b8a9e5d2b,2023-05-15,94238d20-82b0-478a-948c-616b0b3fc531,Female,47,Beauty,3,500,1500
01090c25-ab95-4866-ad35-1aaf028c85d3,2023-09-14,ada29ff5-b1c7-40d6-83b7-6e21262b4a62,Female,60,Clothing,4,300,1200
e1e64159-968d-48de-ab4f-bab2aecd187a,2023-04-02,8cb3b7d9-7e8a-4916-8e49-3e8963ebc9a8,Male,34,Clothing,4,500,2000
86726a82-e5c6-440b-a61a-e1d784b71a51,2023-09-17,d327a90c-fdab-4ba4-a590-32523887d0fb,Female,43,Clothing,3,50,150
a179056a-c58a-4963-8964-304784875a80,2023-02-24,8db51073-a975-49a3-adfa-8f53198072c5,Male,53,Clothing,1,300,300
b8ba58e7-7767-433c-ba0e-8940b8ff1970,2023-11-17,3bda51fb-f38d-46ea-a048-5230a6352b00,Male,18,Beauty,3,500,1500
26f37031-d1fb-4f6b-87d0-a98a26933ec2,2023-06-02,c5aeca9e-bb32-4344-bc1c-4986892deb24,Female,25,Clothing,2,25,50
0f964b56-952b-449e-a618-29ddddd97b43,2023-11-24,20bcb8d7-e4f6-4a9e-ae99-0affffe2c570,Female,52,Clothing,3,300,900
c85cb737-e6bb-453a-a712-21142d91479b,2023-09-17,3f37c04f-86fc-4802-9698-0f56a25d5b79,Male,32,Beauty,2,25,50
3eff350a-d7a5-450b-af93-432c568dbc8d,2023-11-08,1a91c1db-1ddd-4517-b4c6-ee2831b5986f,Male,64,Electronics,4,30,120
6ce6d2e4-eb41-412d-a577-cb61d292c0ff,2023-04-12,5b7f95a4-5c32-4c52-89f2-aa8e680ad1b1,Female,39,Beauty,1,300,300
b3c480e3-d9ab-4f70-984f-6de55eafb4f1,2023-03-20,8ac5d0a9-1a06-439e-a141-9e2e26ac726d,Female,31,Electronics,4,25,100
fab42c9b-4cf3-4786-ad91-c12e60c98249,2023-07-11,1d58f125-fa36-4f52-a961-6fc13cfe41be,Female,43,Beauty,2,50,100
252d2fc9-9f82-4b14-b999-9dc4d9774e4d,2023-03-24,4a5ca549-9b1a-425c-a50f-1bf4f6283aa5,Male,45,Beauty,2,50,100
b15b12a4-1d50-46d9-b16d-d2a5314ff382,2023-10-04,bcf1d0f9-443e-4df6-aa8e-54ad2583703a,Male,40,Clothing,2,30,60
2d5d11a8-eeed-43b4-9eac-33dc44ed9bee,2023-09-29,0f183ca2-cc39-4c3e-9a7b-451cb881d785,Male,31,Electronics,1,300,300
4c8b6978-8268-43f6-bd1f-f6d1b3c1ff22,2023-01-01,b17b8863-e697-4642-9452-b8d4421f5d21,Male,41,Clothing,3,300,900
